Tweet,label
"Mesh mohm, i just wanted you to know that you’re the softest person came to my miserable life — Oh this is sweet",Suicidal
"@JonathanRKnight Aww that's really sweet of you, I hope you will come back to the UK, would be great to see you again xxx",Not suicidal
"@meedee64 Coooeee, How's your day been",Not suicidal
Cookie Dough is like “hey don’t eat me raw I could make you sick” not realizing that I’ve been ready to die for things I liked less.,Suicidal
"I never knew that my grandfather 👴🏾 death was so hard on my mother like it is on me, I guess maybe I thought she wa… https://t.co/WYgCqINw4O",Suicidal
"@spindlestudios Why, yes, she is the exceptionally talented goose that works for you! And, Brioso, well, you just wouldn't understand.",Not suicidal
"@Lady_Twitster Good so far thanks, hope yours will treat you well too",Not suicidal
"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh...",Not suicidal
@MatthewTurnbull is that me? tony price is on here too as is fab,Not suicidal
Going to bed goodnightttttt!,Not suicidal
I hate myself so much,Suicidal
Does anyone know where I can buy piano sheet music for the Script? Because I'm reluctant to order it online if I can buy it in Dublin,Not suicidal
@Mwmyn I would say philosophical,Not suicidal
@tommcfly i wouldnï¿½t say &quot;the best books ever written&quot; but they are quite close though i was a bit disappointed about the 7th,Not suicidal
"Hooraaaaaaaaaay!!!!!!!! Proud to have been an itty bitty droplet in this 🌊.     Congratulations @joshua_harder, you… https://t.co/rA4Xj5oWVf",Not suicidal
@_nanu_ just added a little more grist to the mill,Not suicidal
@mikebairos we don't have tix just going to attend festivities,Not suicidal
"@marcammann yah, hope so btw. if you want to, we could do dinner this thursday",Not suicidal
@DanceofLife just twigged you mean your financial presentation? Yes I'll have a look at home and mail to you today,Not suicidal
"RT @ImRaina: What a dominating performance, @TheHockeyIndia! Let the celebrations begin Best wishes for the games ahead",Not suicidal
"@dogcafes,co '19 🇬🇹,i dont want to be here anymore i done ruined a good thing https://t.co/Bql3YIlI1L",Suicidal
@aplusk Ha! Nice...A lot like love is on tv right now what a cute movie!,Not suicidal
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodora… https://t.co/6xpv0nBVua,Suicidal
"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",Suicidal
everyone should follow me AND feed me mexican everyday!,Not suicidal
Haven’t watched WWE since Extreme Rules. I will now begin last night’s Monday Night Raw. This is my suicide note.,Suicidal
RT @damnitdolann: I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body and const…,Suicidal
What causes suicidal thoughts?,Suicidal
I Am Going To @lilyroseallen So Keen! Come On June!,Not suicidal
I die a little inside when I see an old person eating alone at a restaurant.,Suicidal
is watching some of his old stuff on Youtube... ahhh the memories,Not suicidal
I think I’m going to redecorate my living room but I’m tired of moving stuff around,Suicidal
had a wonderful day today,Not suicidal
@weinerburger haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,Not suicidal
RT @joonswrlds: Jimin is so happy. I love him. #Jimin @BTS_twt https://t.co/e1IIA610tB,Not suicidal
"RT @hanniepower: Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. F…",Suicidal
@jnaylor #kiwitweets Hey Jer! Since when did you start twittering?,Not suicidal
What are the causes of suicide,Suicidal
I have an awful habit of avoiding writing papers by watching Instagram live videos of the kids I used to nanny for… https://t.co/NpfZu06gwy,Suicidal
"@FoxWhisperer Well compared to other areas west of us, I'll take our 50 degrees and run with it",Not suicidal
@beijingboyce &quot;ice&quot; Why?,Not suicidal
RT @BijinChihiro: 11月11日 👹#BLACKCOVE 💔🐬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #…,Suicidal
"@Marcel_Perform Gimme that $1m, we'll take a tour to the UK, and I'll show you all the people you need",Not suicidal
@poindexterity Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,Not suicidal
"@healthwarrior A watched pot never boiled, mate - distraction is the name of the game",Not suicidal
RT @AprilMaeJackson: R.I.P @xxxtentacion I didn’t know much about you but you helped out in hard times you didn’t deserve to die at such a…,Suicidal
i just want to have a friend or a group of friends that dont leave me out,Suicidal
I damn near hate smoking by myself but sometimes I like it cause I can’t finish blunts and I be having some for later.,Suicidal
RT @akiresaur: Learn the art of being alone and being happy at the same time.,Not suicidal
"@niinabaniina,Texas✈️ Arizona ,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally…",Suicidal
@pviktor Hmmm...not good...carrot juice and marmalade on toast may help?,Not suicidal
@SecBarbie *I* even figured out that Turkey is pretty close to Iraq.,Not suicidal
@tweetie well that's impressive. Both spot 25 AND spot 26 http://twitpic.com/2yabd,Not suicidal
Is suicide really the best method of solving a problem,Suicidal
@BoomBoxBindery All I have to say about studio setup is that I'd die without my flat files. Designed my whole studio around them.,Not suicidal
is about to do paper works at the eve of his birthnight! http://plurk.com/p/n0t0c,Not suicidal
The rewards will be credited to your Huobi account in 3 working days.,Not suicidal
@brendonuriesays @trohman hope you guys have a safe flight,Not suicidal
@espiral08 we're coming back on sunday or monday!,Not suicidal
RT @delaneykazee: i’m so tired of living in a country that has become about taking sides. bitch can we all just love and respect each other…,Suicidal
tired of living this lonely life,Suicidal
I hate myself,Suicidal
"@sadegsi,ger/rus/eng,I want to die so much, I dont want to be here anymore",Suicidal
Is there self worth in life?,Suicidal
@tmotsenbocker @TheAcademic @judahandthelion Take it all back was so fun https://t.co/iewkzKosB8,Not suicidal
That skill takes time and iq. As a center he could run other bigs off the floor and force other teams to go small a… https://t.co/i0I3FKsgBt,Suicidal
"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not suicidal
I hate my life lmao I hope I die soon or sumn I'm too tired of everything,Suicidal
"@shishirjha07,,@TVMohandasPai @PMOIndia @narendramodi Sir please tell does it suit to respected PM to tell “Give me 50 days and if things don’t improve burn me alive”. If yes, then anyone can say that come we shall burn u. If not, I didn’t see anyone dis-associating with this line.",Suicidal
Hate the fact that I’m damn near forced to figure everything out by myself but it must be done,Suicidal
I'm sick and tired of people putting so much energy into shitting on ships but they won't do the same to help a liv… https://t.co/hyFuB3D04a,Suicidal
"okay but lets be real, why am I really still here ? I’m nothing but an annoying ass, useless, talentless person can… https://t.co/znSHgBu1JZ",Suicidal
"@dancingbonita &quot;I friggin love you!!!&quot; -Ron Burgundy, riding a unicorn",Not suicidal
you’ve changed for the fucking worse. i cant believe that you could really go back on all ur hard work like that,Suicidal
1300 words...,Not suicidal
@idazz Even I can't run that far! Yet!,Not suicidal
enjoyed the N-Dubz gig last night - and it finished early which is always a bonus,Not suicidal
Amazing night and great day...I LOVE my Heels!!!,Not suicidal
Cool! Now I have my own leaping theme music! I am going to forgo thinking about the fact that it is the Pepe Le Pew music and just leap,Not suicidal
"@MissSmashlee oh not alot, uni, working, same as just about everyone. handed in the first assignment in over a year on friday, was crazy",Not suicidal
spent 1 day doing 'research' ... i'm feeling Great! an achievement! =D,Not suicidal
forgot she had a twitter &amp; is pleased to know more people have joined.,Not suicidal
@LaraRhiannon http://twitpic.com/2ybtf - Thats just the brilliance of Tim coming out ..,Not suicidal
"RT @rosettalind55: @BrettCMajor1 I`m sick and tired of listening to @JustinTrudeau saying,""First and foremost ,we`re all here to work for C…",Suicidal
"If any of you are having a boring Easter, then send me a note on msn I love to chat with people. My msn is ninaalbertsen@gmail.com",Not suicidal
@JayGee101 Glad to hear it! Im ok thanx,Not suicidal
An easter egg without the calories http://www.etsy.com/view_listing.php?listing_id=23359320,Not suicidal
RT @iamfabrizio: Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,Not suicidal
@AnitaHarrell19 @PeterParros I agree with everything except Benny. I'm tired of him. His character is boring and needs to die. IJS 😊,Suicidal
got a crush,Not suicidal
@vegale Wow! Wow! Good to hear,Not suicidal
why some things happen over and over again,Suicidal
i got 3 hours of sleep last night. double shot latte and i'm good,Not suicidal
@pixiepan lol. www.tv.com is your FRIEND!,Not suicidal
What to do in order to heal,Suicidal
"@vespertitties,,god kill me literally just. fuckin hang me stab me burn me alive",Suicidal
What would really cause me to commit?,Suicidal
The leader of the band is tired&amp;his eyes are growing old,Suicidal
"I want to be out in the sun, walking down a beach, with Joey",Not suicidal
@KDwow_ sorry I keep missing u kd u don't need to apoligise  for nothing we all have bad days an what u are dealing… https://t.co/aaKsXzHZoT,Suicidal
"@Sassy1inVegas NP? Lol. hhmm will Danny and Jordan join in? Danny maybe Jordan, me hopes not.",Not suicidal
RT @HanaMichels: I just found a suicide note (I'm fine) I wrote in April. Seems like my dates were wrong! This year. NBC commentators keep…,Suicidal
"@laurene planning to do that, too. while in transit anyway",Not suicidal
"@ninaneverknew: Me too. I want to have an overnight drinking session with friends, and I mean all of 'em! Haha.",Not suicidal
@Sam_Johnson I'm with ya there,Not suicidal
"RT @hullablue: Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",Not suicidal
YO sometimes I’m just tired of living.,Suicidal
can't find any nice words for a .tel domain http://wortsuchen.de/ends-with-by-length/tel/ haha,Not suicidal
Somebody just please kill me before my life gets any more stupid?,Suicidal
is going to take a nap before going for BM tuition.,Not suicidal
"My Cowley Road E.P. has been re-released on itunes! If you don't have it, get it!",Not suicidal
I fucking get it that I’m almost done with the semester but I feel like it’s too much shit I have to do. I feel lik… https://t.co/rmKzCdSSNI,Suicidal
@janniesTWbox But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,Not suicidal
How to avoid and deal with the situation and how to respond to it,Suicidal
@gukdaydream so i need to work on this project and people count on me but i do fucking nothing because i think it's… https://t.co/3xuJT5Fp0X,Suicidal
Good morro! I had a dream that I was banned from GGUI,Not suicidal
@snigdha are you expecting?,Not suicidal
"I work with a lot of Russians in the SoCal office and they look completely miserable. Whenever I see them,… https://t.co/f3hfTkoc4E",Suicidal
in the photoshop,Not suicidal
"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",Not suicidal
Big Law Killed My Husband': An Open Letter From A Sidley Partner's Widow https://t.co/fm1oCvjRYy  #Suicide #Depression #Shame,Suicidal
Hi what the fuck have I been doing with my life lately?,Suicidal
"@cityrat59 nothing to congratulate for, it's just a task, but thanks @geovolt i don't work in the Maemo group",Not suicidal
"@Kaschua no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome.",Not suicidal
Would I get the solution or going to die,Suicidal
Should I commit suicide,Suicidal
Leaving House now gonna switch to texts,Not suicidal
i'm going to buy my slam dunk ticket today,Not suicidal
Paxton fans keep up the good work ! This young lady is really talented,Not suicidal
"i'm fucking tired of people's tweet today omg stop treating romance like it revolves around everything, you won't d… https://t.co/nNvLE2ehr5",Suicidal
/thank god for @bre. Slept in and he took Ava to daycare.,Not suicidal
"@ValenValdez Oh, that's good to hear. But is it over already? Or you'll continue it after the Holy week?",Not suicidal
FUCKING END MY LIFE,Suicidal
"It’s been nearly three years, but I still feel that Kylo/Ben Solo doesn’t deserve redemption. The man killed his ow… https://t.co/a69qtrMkh7",Suicidal
Morning! I have slacked for two days in twittering! But here I am again. Just finished a good run Ready to start a new day.,Not suicidal
in the process of making doll no. 2 and it's looking heaps better and cuter,Not suicidal
@aamelia lots and many. I illegaly downloaded them (h) BUT then lost them all. so now I only haz whatev ones tozz emails me why?,Not suicidal
@OliviaCosmetics ok then might not be for a while though?,Not suicidal
me: i want to die and be dead,Suicidal
@callumfloyd Welcome to the jungle!,Not suicidal
"Seeing Eno on Thursday Brian Eno &amp; J. Peter Schwalm ï¿½ Like Pictures, Pt. 2 (ntnet) ? http://blip.fm/~3xcys",Not suicidal
is loving the sun but is upset she cant make the picnic thurs,Not suicidal
"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot; , please reply",Not suicidal
"@tommcfly do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy",Not suicidal
"Fast &amp; Furious: New Model, Original Parts a really good film",Not suicidal
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodora… https://t.co/5MOeekHS6M,Suicidal
"@neilpk70 @2pc_Viking @DianeMariePosts @M_S_Fricker You are being narrow minded....it's about the people, who jsut… https://t.co/4gsj86SZmV",Suicidal
@gfrdtagon also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened:(:( bub… https://t.co/eqirspU9fo,Suicidal
If the person i wronged will forgive me and accept reconcilliation,Suicidal
@tommcfly hot chocolate xx,Not suicidal
I feel like committing suicide,Suicidal
@PembrokeDave Just working matey but i'm off next week,Not suicidal
@destanigroup Thanks for the link to fastpitch!,Not suicidal
@mileycyrus you're up early.... or out late haha,Not suicidal
@WarcraftDevs  can u do something about demo holy fucking SHIT its been months without ANYTHING done do u not reali… https://t.co/g4m6reGxUg,Suicidal
RT @PrincessSGB: I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday! #WhyUMad,Not suicidal
I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body and… https://t.co/eXWykCGcrf,Suicidal
We had a visit from our lovely zone head today .... nice,Not suicidal
@IanAspin I second to that Ian - thank you,Not suicidal
had a lovely night with the best boyfriend and two very good friends,Not suicidal
is an awesome photographer,Not suicidal
I wanted to jump off a building or drink sleeping pills,Suicidal
"@Renee3 would I strive for anything but perfection? Come on, I thought you knew me better than that.",Not suicidal
Fucking hell - Prada saved the day!!!,Not suicidal
Positive Mental Attitude - Today can't be as bad as yesterday.,Not suicidal
Watching ellen show...,Not suicidal
Last few hour in England...,Not suicidal
RT @Bob41Dylan: Happy birthday to the legendary Neil Young! He turns 73 today! https://t.co/E5DRjzKM6i,Not suicidal
I never sought any assistance,Suicidal
New iPhone is completely updated Sun shining in Derry - tis a pretty day,Not suicidal
I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying him… https://t.co/ISoS0lcKTS,Suicidal
I tried to be good and not buy food but i dead ass want chipotle’s chicken and rice rn,Suicidal
I thought I’ve hated myself before but now i really truly hate myself so god damn much.,Suicidal
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Suicidal
@eleahbaant I sure will.,Not suicidal
"why do i destroy all my opportunities? am i going to kill myself on accident? if i only get worse, does that mean a… https://t.co/Ur1sapAyLo",Suicidal
"@derekmusial,,@landonb94 @KidsSeeGhoats ok hold on, how can these numbers not be correct anymore if the video is two weeks old...? strength of schedule and record dont change too much in two weeks. and if yall dont care about top 4 why are you here? won your division, overranked to begin with, what else you want?",Suicidal
"@schulman Yes, I am obviously the only one at the National Aviary who answers the phone.",Not suicidal
@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,Not suicidal
Beans on toast with Simona. Can it get any better ?,Not suicidal
@gypsytrading,Not suicidal
"@tpgraham that's pretty cool, man. I'm not a fan, but lossless FTW! I'll check it out ...",Not suicidal
besties staying tonite !!,Not suicidal
has only been awake two hours but would like to go back to sleep,Not suicidal
"Something weird in that I couldn't stop thinking about him, couldn't sleep. Then out of some old papers a card I di… https://t.co/eITpOD1uAT",Suicidal
"@SuccessorLuke,,I don’t wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",Suicidal
@iwoosh i think ive run out of jack bauer jokes or Paul O'Connell ones too,Not suicidal
RT @virendersehwag: Congratulations India on beating Pakistan 3-1 in #AsiaCup2017 #INDvPAK . Thank you for the advance diwali gift @TheHock,Not suicidal
@TinaCook Morning Tina - the fact is we'll do something with it. Wouldn't it be great if it was something BIG?,Not suicidal
@escribitionist i didn't want to eat other's foodd!!! dun make me sound so bad lah! i just have another crave for food...that's all,Not suicidal
RT @Yaanayanaa: I’m tired of living like this😕,Suicidal
Chillin,Not suicidal
"is proud that Wilmington, DE has decreased the number of homicides compared to this time last year by 62%. Absolutely commendable!",Not suicidal
"@malhere hope u have a good ride if the weather is decent, if only the weather was like that where I live",Not suicidal
http://twitpic.com/2ydri - Im so loving my great workspace,Not suicidal
"@__TheRealSkp,Barcelona, Spain,RT @kbdoll2_: Even though WE DONT WANT too, we know that we have too believe that you’re not here anymore and we know that we have to be st…",Suicidal
wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,Not suicidal
"@nicolerichie and @joelmadden 's little love tweets are so cute However, @aplusk and @mrskutcher 's make me want to vomit.",Not suicidal
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE made…,Not suicidal
@WANICULLEN Thanks Wani,Not suicidal
So tired of living with these niggas.. only 2 1/2 months to go,Suicidal
@tonytay113 hi thanks for the follow! did you finish fob trail?,Not suicidal
"RT @hankrsmith: Breaking off a serious relationship and saying, “I still want to be close friends” is like saying, “The dog is dead, but I…",Suicidal
"im hoping my stress level will go down when my aunt is gone... i cant relax, am exhausted, and can't focus on a dam… https://t.co/7eRvPZ4rpS",Suicidal
@AngelaMaria1858 5 but my italian is basic for now,Not suicidal
I am loving what I just read about #VR. Love it!,Not suicidal
Is chilling wit my boy,Not suicidal
Haha flight of the conchords was so bloody hilarious last night 10/10 chur chur,Not suicidal
"@jasongaunt Yeah, lots of potential. I think they've been working on their own iPhone app for months now How are you mate? Been a while!",Not suicidal
phillies game with becca tonight,Not suicidal
"""Suicide has now become my new world and I am desperately searching for answers. Because to those that knew him bes… https://t.co/l2nYZIdS7k",Suicidal
"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",Suicidal
namjoon: damn i hate myself,Suicidal
How to deal and overcome bad situation,Suicidal
is looking forward to her upcoming photo shoot. Off to work. Ask for my e-mail address. Chatting makes the day fly by! N/A if ur crazy.,Not suicidal
i don't want to be here anymore,Suicidal
"I took a Twitter break, now I'm back",Not suicidal
@aussie_ali @heidiheartshugs toothpaste??? If you use the whitening stuff the bleach will burn a layer of skin off.,Not suicidal
everyone follow kade,Not suicidal
"@secondcitystyle LOL I thought this was a post about buying good, cheap wines.",Not suicidal
@ImWendy lol - yeah they can be loud so depends where your dryer is but they do get rid of the static - very sneaky bout the dog lolx,Not suicidal
"@pezholio Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face.",Not suicidal
RT @amyadamsnose: please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Suicidal
@rccgd I'm leaving the laptop at home. I'll put up with tweetie. I can get DMs on gmail. New friends can always send me their email addy,Not suicidal
Became as hot as the persistent days resting heavily on tired flowers,Suicidal
There was a young man who got tired of staying in this world. They called this the living world but he does not fee… https://t.co/oGrCQipO0Z,Suicidal
"RT @yoonkittys: Happy birthday to my ride or die. I hope you have the best 21st birthday ever I love you so much! Hope you love this, it wa…",Not suicidal
FUCK YOU I FUCKING HATE YOU,Suicidal
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,Not suicidal
Need to fucking move out already tired of being told what to when to do it and most of all not having a fucking roo… https://t.co/5ViKK3uu20,Suicidal
@hughsbeautiful me too. It's gonna be awesome. Eeek! One week!,Not suicidal
What brings a person into commiting suicide,Suicidal
"@Joydaily www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not suicidal
"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing and…",Not suicidal
@petemc My Mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!!!,Not suicidal
@Cellobella They don't do them in my size How r u?,Not suicidal
"I GOT MY BOX!!!!!!!!!!!!! i'll pick it up tomorrow, priscilla! @gilmoregirlc",Not suicidal
@hillkath Hey there! Sent you a DM.,Not suicidal
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, there… https://t.co/cIilCixUQK",Suicidal
@PeoplemapsJulie I am looking for the berocca then all will be well,Not suicidal
@JacksonWang852 debuted on this week's Billboard Social 50 at #33!,Not suicidal
@bobby_bobbles @snovvvhite live your best life,Not suicidal
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not suicidal
Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,Suicidal
@cydneyw http://twitpic.com/2nvz6 - We're both famous,Not suicidal
is a bit happier. She found her Chanel sunglasses.,Not suicidal
"@Logman765,Lincoln, NE,RT @LoliThicc: Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine…",Suicidal
@vanessawhite Haha Get all your Stress out x,Not suicidal
@MissxMarisa Oh sounds like a top movie Really? I don't know who that is but they should hah.,Not suicidal
Dang man I’m so god damn insecure :// sigh I hate myself,Suicidal
my morning started out so bad i just want to go home and sleep forever,Suicidal
I literally hate myself for reading this damn book,Suicidal
@889grapevine Looking forward to the new website,Not suicidal
I hate myself,Suicidal
"@rolyatoj just some teething problems, my new house &amp; I will be friends",Not suicidal
"I feel suicidal , I have lost my parents",Suicidal
@ddlovato good morning,Not suicidal
@tommcfly yummy starbucks!,Not suicidal
I'm so tired of living pay check to pay check. If any scammer wanna DM please do 🙄👌,Suicidal
Should I go back to ex girlfriend?,Suicidal
thanks for the welcome Mark!!,Not suicidal
@sorinna Billie Holiday - I love this one ï¿½Tï¿½ainï¿½t Nobodyï¿½s Business If I Doï¿½,Not suicidal
@priyank_acharya @JPNadda World has got the right path celebrating D 'Matri pitri pujan diwas' started by #Bapuji.,Not suicidal
http://twitpic.com/2ydkg - Time to bust out the Green Wing,Not suicidal
@Richelle27 damn it have to make it a proper website one day with the help of tiff,Not suicidal
morning everyone.,Not suicidal
OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,Not suicidal
@daveixd Insulting? Did *you* invent it? Now I know what to get you for your birthday: http://is.gd/rcf4,Not suicidal
@Starrybluesky Hello back at ya and Thank you!,Not suicidal
Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,Not suicidal
"•and I’m so sick of love songs, so tired of tears. I’m so done with wishing, you were still here.",Suicidal
@electroginge Buy an Mac yay,Not suicidal
"@SkylerTinney00,Graham, TX,RT @lilbluezcluez: i dont want to be here anymore",Suicidal
Showcase Quick @ VIP room on Thursday,Not suicidal
"@youractionlink,Utah,Want to take that perfect selfie? Here’s what you should be looking for in your phone camera!",Suicidal
"@inmyheadstudios well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",Not suicidal
RT @Gorb_FanClub: Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,Not suicidal
@DarynKagan good afternoon from my part of world - Abu Dhabi (+4.00 GMT),Not suicidal
"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",Suicidal
@dianapmarez It's a great time in life! We can help you design an amazing wedding.,Not suicidal
"@TomFelton Cash in the Attic is OK, I prefer Homes Under the Hammer, haha I do love being off school...",Not suicidal
"RT @TameraMowryTwo: Happy 6th birthday Aden! Alaina was excited to come to your birthday party. But as you said buddy, “She lives in your h…",Not suicidal
"feel like running away, far away, in a great place where no one can find me.",Not suicidal
but HA! Internet Explorer is being nice to me Mozilla Firefox is mean.,Not suicidal
@jethron5000 hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight,Not suicidal
@thepatr1ck How did the interviewing go today? Did she get your seal of approval?,Not suicidal
lip-synching to a song.,Not suicidal
"@NanaRaine i imagine it would be, not exactly close",Not suicidal
@Chels_V morning,Not suicidal
RT @Beebri97: @Quueenn_M Girl I wanna look this good when I'm pregnant lol. Congratulations beautiful! I hope it's a girl so she can be like u,Not suicidal
"Eating an Ed's waffle, with icecream cream n chocolate sauce. OMGOSH amazing!!!!",Not suicidal
"@GlamLifeGuru Omg!!!! Theres fires and craziness goin on and you cant go home cause of it, and people are seriously… https://t.co/TFVjk6d2m7",Suicidal
tom chaplin marry me please. i melt for you hahaha.. o and pearshapebodygirl stopped talking to me! YES!,Not suicidal
overwhelmed and enjoy it,Not suicidal
Home sweet home shower time,Not suicidal
"Coming home stoked bears this afternoon with mikeyj, Alton towers tomorrow.",Not suicidal
@D_Silver i saw your photos! hot!,Not suicidal
"searching for a good dress, any care to help me?",Not suicidal
@Callmesynapse_ @Maddierawrk That’s not how it works and if you truly believe this then I feel sorry for you. We do… https://t.co/PIki5M0cHk,Suicidal
Good Day Tweeps! Have a great day,Not suicidal
@sixers got the best team in the east. @warriors vs @sixers in the chip.,Not suicidal
Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways https://t.co/FRhjVbgkUw,Suicidal
"Watching Tron Oh my goodness, genius stuff :-D. the bike scene just flashed by",Not suicidal
a blunt and honest girl who just wants to take care of her family and a passionate boy perusing his dreams of being… https://t.co/WF7QzChBHB,Not suicidal
i am so miserable i've never been this miserable in my life he is simply baby https://t.co/6pHayB9OhA,Suicidal
I really hate myself this much to wait in this long ass line damn,Suicidal
@Turbizzle Goooooood hwo're you?,Not suicidal
"@cakeandcommerce it was one of Hugh's at Eastern Standard, but it's definitely one I'll be planning on making myself in the future",Not suicidal
@Ingermaaike aww thank you,Not suicidal
Why do I suffer?,Suicidal
I hate myself more than anything in the world,Suicidal
"damn, what is this crazy life of mine",Suicidal
"@Wiggly I do I thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",Not suicidal
It's going to be a beautiful day--I am going to have a new granddaughter!,Not suicidal
@ghostbusterz a friend i knew online from last night finally added me up on his messenger.,Not suicidal
@honeylovc i love you &lt;33,Not suicidal
My life is way too good for me to feel so angry and miserable all the time,Suicidal
Jon Stewart loves Twitter http://www.thedailyshow.com/video/index.jhtml?videoId=219519&amp;title=twitter-frenzy,Not suicidal
I have chorus today. That makes me happy,Not suicidal
tired of waking up. tired of wanting to die. tired of everything.,Suicidal
"@Carlotaxx 'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",Not suicidal
Here's my latest tune - http://soundcloud.com/jay-f/jay-f-untitled-as-of-now Leave a comment please,Not suicidal
Is awesome i do believe you're all jealous. But i sorta dont wanna go to dancing tonight. Someone else drive me?,Not suicidal
"@JasonStatham1 Greetings Jason. So far, Twitter's great today. Thanks for taking a moment for us. Enjoy your swim. Hugs, Angel",Not suicidal
Became as hot as the persistent days resting heavily on tired flowers,Suicidal
@Raawry Lol good id we should all dress up as twitt bird and listen to twit podcast all night! @apattys thanks,Not suicidal
@annaarco I gained weight I'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.,Not suicidal
I hate when I’m talking to myself and someone’s like “huh?”. Can’t a girl have a conversation with herself in peace around here? god damn,Suicidal
I was drinking and crying my night away as usual to find out my ex is fucking a girl in his bed so I tried to kill… https://t.co/8YFPGq7C6k,Suicidal
Rosie: “does he think I’m gonna be single forever?”,Suicidal
I am overwhelmed by life.,Suicidal
#cflsc1 enough of the shameless book plug,Not suicidal
@dvroegop having 100+ slides again,Not suicidal
"@thesouthernstar ochie, kmaren nervous ya pas TU? Kliatan tau, pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu'y lecek..",Not suicidal
"RT @bakugousblackgf: nishinoya, small and ready to die: eat my ass spirits",Suicidal
RT @juicymarilee: i am such a loving and caring person,Not suicidal
News Releases from the banquet = almost done! Final editing stages.,Not suicidal
@vamp_queen of course!,Not suicidal
Have been convinced to do the second talk at tonight's DJUGL. I'm hoping not to become too regular a feature,Not suicidal
@LaurenFisher obey the last fm algorithm. maybe it would turn out you really do like scooter if you gave him a chance,Not suicidal
sorry people who arent toxic and wanted be friends.,Suicidal
@elleeseymour I didn't realise you were trustee. There are loads of you aren't there? Find RASE structure quite confusing!,Not suicidal
i wanna go to sleep forever and never wake up im so tired,Suicidal
